glu1	ac1	o21	glu2	ac2	o22	fitness
-10	-18	-7	-10	-18	-7	0.729049
-4	-4	-2	-12	-2	-1	0.156865
-10	-18	-6	-8	-8	-2	0.65061
-10	-2	-4	-14	-8	-6	0.644349
-18	-10	-1	-2	-14	-4	0.198545
-8	-10	-5	-2	-16	-3	0.63023
-2	-2	-3	-12	-8	-1	0.162465
-2	-12	-7	-20	-16	-7	0.698515
-8	-6	-1	-14	-4	-7	0.622993
-2	-18	-5	-4	-6	-5	0.630455
-14	-12	-4	-4	-10	-7	0.607361
-20	-14	-3	-6	-14	-3	0.493902
-6	-6	-7	-20	-12	-4	0.605308
-18	-12	-4	-16	-18	-6	0.626693
-8	-6	-4	-4	-8	-1	0.527264
-4	-6	-7	-16	-2	-7	0.597577
-6	0	-4	-6	-18	-1	0.232733
-14	-2	-5	-4	-18	-1	0.426083
-10	-2	-6	-12	-2	-7	0.530207
-16	-8	-1	-4	-12	-4	0.286733
-20	-6	-5	-20	-16	-5	0.629745
-4	-8	-4	-4	-4	-6	0.64117
-16	0	-7	-10	-8	-7	0.638984
-2	-6	-6	-14	-12	-2	0.442422
-4	0	-7	-16	-4	-7	0.645432
-18	-8	-3	-6	-4	-2	0.47599
-4	0	-7	-2	-4	-7	0.717342
-10	-12	-4	-10	-8	-7	0.690844
-4	0	-7	-8	-4	-7	0.677239
-18	-10	-5	-16	-12	-3	0.593542
-14	0	-7	-6	-12	-7	0.627034
-2	-4	-6	-8	-18	-5	0.640831
-2	0	-6	-6	-16	-6	0.686896
-20	-2	-4	-12	-6	-1	0.381704
-6	0	-5	-10	-6	-7	0.694378
-2	-14	-4	-2	-10	-6	0.498082
-4	0	-4	-2	-6	-5	0.529787
-18	-18	-7	-12	-2	-5	0.676811
-2	0	-4	-6	-12	-7	0.732621
-6	0	-1	-12	-8	-7	0.701533
-2	0	-5	-6	-6	-7	0.719409
-8	-6	-4	-8	-12	-4	0.569301
-8	0	-5	-4	-12	-5	0.532079
-2	-16	-2	-10	-6	-7	0.697041
-14	-2	-7	-10	0	-4	0.466213
-6	-18	-1	-8	-10	-7	0.702377
-20	-6	-3	-18	-8	-7	0.65231
-4	-18	-2	-10	-16	-7	0.704432
-6	-2	-1	-2	-16	-5	0.421423
-2	-14	-3	-6	-6	-7	0.714635
-12	-2	-7	-6	-14	-1	0.502824
-6	-18	-2	-6	-18	-7	0.695214
-12	-2	-1	-12	-12	-2	0.202222
-2	-18	-1	-10	-12	-7	0.710803
-8	0	-7	-6	-6	-7	0.677644
-6	-10	-3	-20	-8	-2	0.37307
-10	-2	-7	-6	-12	-7	0.685589
-4	-12	-5	-18	-16	-1	0.381566
-8	-4	-7	-6	-12	-7	0.723909
-6	-6	-6	-16	-10	-6	0.6636
-8	-6	-7	-10	-12	-7	0.730537
-12	-16	-1	-4	0	-2	0.143821
-10	-12	-7	-10	-8	-7	0.728615
-20	-10	-7	-12	-2	-7	0.687563
-10	-4	-7	-6	-10	-7	0.706188
-12	0	-2	-6	-14	-7	0.614491
-8	-18	-1	-2	-10	-4	0.277447
-12	-6	-1	-10	-12	-7	0.658293
-14	0	-1	-4	0	-2	0.464364
-12	-8	-2	-6	-14	-7	0.61414
-6	0	-1	-2	0	-2	0.272953
-12	-6	-2	-6	-18	-7	0.617188
-20	-10	-2	-14	-14	-3	0.417997
-12	-12	-1	-6	-18	-7	0.614627
-16	-6	-6	-4	0	-5	0.64409
-12	-10	-1	-6	-12	-7	0.619402
-2	-10	-1	-6	-6	-5	0.609678
-6	-16	-6	-18	-10	-3	0.563882
-2	-10	-1	-10	-6	-5	0.605083
-20	0	-7	-12	-2	-1	0.193825
-2	-12	-4	-6	0	-7	0.441932
-12	-10	-1	-14	-18	-5	0.578142
-2	-16	-4	-8	0	-7	0.373663
-14	-12	-7	-2	-18	-3	0.702419
-2	-12	-3	-8	-2	-7	0.576211
-12	-6	-3	-14	-16	-2	0.417952
-2	-16	-4	-6	0	-7	0.44193
-12	-4	-7	-10	-2	-6	0.631922
-10	-14	-6	-18	-8	-4	0.614292
-4	-4	-7	-6	-2	-6	0.666175
-8	-8	-6	-14	-10	-4	0.620149
-14	-4	-7	-8	-2	-5	0.632457
-18	-12	-6	-18	-10	-1	0.61049
-12	-2	-7	-8	-2	-7	0.559974
-10	-16	-7	-12	-4	-2	0.664457
-10	-4	-7	-8	-2	-5	0.652694
-12	-10	-7	-14	-14	-6	0.704018
-8	-4	-7	-2	-2	-7	0.675853
-8	-12	-7	-4	0	-4	0.720758
-8	-14	-6	-2	-2	-6	0.679051
-8	-12	-7	-4	0	-2	0.720509
-20	-18	-7	-18	-12	-5	0.678901
-10	-8	-7	-8	0	-4	0.702223
-10	-10	-4	-10	-14	-4	0.567215
-16	-18	-7	-2	0	-4	0.688468
-18	-6	-6	-16	-10	-3	0.617554
-18	-10	-7	-4	0	-4	0.690974
-10	-10	-4	-4	-8	-5	0.587672
-8	-14	-7	-2	0	-2	0.713216
-6	-14	-1	-18	-2	-7	0.486089
-16	-10	-7	-20	-2	-7	0.664097
-4	-14	-1	-12	-2	-7	0.520881
-4	-12	-5	-6	-8	-2	0.553388
-6	-14	-3	-8	-2	-7	0.565659
-12	-16	-5	-14	-8	-2	0.566639
-2	-14	-3	-8	-2	-7	0.576163
-16	-18	-1	-14	-18	-6	0.602694
-2	-14	-2	-10	-2	-7	0.544839
-12	-2	-5	-10	-10	-4	0.534283
-4	-18	-2	-18	-2	-7	0.493812
-20	-12	-7	-8	-10	-2	0.676718
-10	-12	-1	-18	-6	-1	0.134951
-20	-16	-7	-8	-6	-2	0.676885
-8	-18	-3	-4	-12	-3	0.445477
-20	-14	-7	-10	-10	-2	0.682092
-12	-8	-5	-6	-2	-1	0.6027
-20	-2	-7	-6	-12	-7	0.612673
-10	-18	-5	-12	0	-7	0.583316
-20	-14	-7	-12	-6	-2	0.666609
-20	0	-6	-20	-8	-1	0.176703
-20	-12	-7	-2	-10	-2	0.689506
-6	-10	-7	-10	0	-5	0.657781
-4	-10	-5	-12	-4	-5	0.610655
-2	-10	-7	-10	0	-5	0.557023
-8	-10	-1	-4	-2	-1	0.140572
-8	-16	-7	-10	0	-5	0.674769
-8	-8	-4	-8	-14	-4	0.569301
-10	-18	-7	-2	0	-5	0.720574
-2	0	-4	-8	0	-2	0.433396
-8	-14	-7	-10	0	-6	0.685327
-2	-16	-4	-14	-6	-1	0.213868
-12	-18	-7	-6	0	-7	0.720669
-2	0	-2	-4	-14	-7	0.692789
-4	0	-6	-20	-18	-4	0.573377
-2	-14	-3	-4	-16	-7	0.690322
-14	-16	-5	-14	-18	-5	0.630734
-2	-18	-3	-4	-14	-7	0.690538
-10	-6	-4	-6	0	-4	0.535849
-2	-18	-2	-4	-18	-7	0.692865
-8	-10	-7	-18	-12	-6	0.675454
-2	-18	-2	-4	-10	-7	0.692865
-16	0	-2	-20	-8	-6	0.620979
-2	-14	-3	-4	-14	-7	0.690381
-6	-12	-7	-4	0	-7	0.737579
-18	-6	-2	-18	-12	-6	0.620578
-6	-18	-7	-4	0	-2	0.712014
-2	-18	-6	-8	-16	-4	0.58906
-6	-12	-7	-2	0	-3	0.725489
-20	-10	-5	-10	-4	-2	0.597121
-2	-14	-7	-2	0	-3	0
-2	-12	-3	-18	0	-3	0.190387
-4	-16	-7	-2	0	-2	0.692716
-8	-12	-7	-12	-2	-5	0.659396
-6	-18	-7	-4	0	-6	0.736918
-6	-18	-4	-12	0	-3	0.387126
-16	-8	-4	-14	-10	-3	0.545925
-8	-12	-7	-2	-6	-6	0.72297
-16	-12	-4	-10	-12	-3	0.555882
-12	-14	-7	-2	-12	-6	0.723253
-18	-6	-4	-10	-16	-5	0.593474
-10	-16	-7	-2	-18	-6	0.730162
-14	-4	-6	-14	-18	-6	0.655788
-10	-16	-7	-2	-8	-6	0.729478
-16	-6	-5	-6	-6	-5	0.621518
-2	-18	-7	-2	-16	-7	0.498082
-6	-14	-6	-10	-18	-4	0.630559
-2	-18	-7	-2	-4	-6	0.498082
-10	-14	-1	-2	-14	-6	0.435052
-2	-18	-7	-4	-4	-6	0.68829
-6	-14	-4	-10	-14	-6	0.678064
-2	-14	-7	-4	-6	-7	0.719407
-2	-8	-4	-4	0	-3	0.396756
-2	-16	-7	-2	-16	-7	0.498082
-2	-14	-7	-2	-4	-3	0
-8	-4	-7	-14	-14	-3	0.583775
-8	-6	-6	-4	-12	-5	0.684111
-12	-4	-7	-12	-14	-2	0.60287
-8	-8	-1	-18	-16	-3	0.456784
-10	-4	-7	-12	-16	-3	0.61067
-10	-14	-1	-4	-4	-3	0.220032
-20	-4	-7	-20	0	-3	0.562668
-12	-8	-4	-10	-4	-7	0.632487
-16	-4	-7	-16	0	-3	0.581243
-4	-16	-3	-14	-4	-1	0.192654
-6	-18	-7	-6	-2	-3	0.697122
-18	-12	-2	-2	-6	-7	0.457402
-8	-18	-7	-8	-2	-3	0.69221
-20	-12	-3	-4	-6	-6	0.532675
-8	-18	-7	-6	-18	-4	0.705593
-20	-14	-2	-18	-6	-7	0.614933
-8	-18	-7	-8	-16	-4	0.695742
-2	0	-6	-16	-2	-5	0.445292
-12	-18	-7	-8	-18	-4	0.705433
-8	-8	-5	-4	-16	-1	0.611702
-4	0	-4	-12	-14	-7	0.708768
-8	-4	-2	-12	-16	-3	0.440746
-4	0	-4	-18	-10	-7	0.691116
-18	0	-6	-10	-8	-4	0.386145
-4	-2	-4	-16	-18	-7	0.700351
-12	-4	-7	-2	-14	-4	0.660547
-2	0	-4	-12	-8	-7	0.719981
-2	-14	-6	-20	-16	-5	0.626099
-4	-14	-4	-20	-14	-7	0.700167
-8	-16	-7	-6	-6	-3	0.699105
-2	-10	-2	-4	-4	-7	0.685145
-10	-18	-5	-16	-12	-2	0.537815
-2	-8	-4	-4	-4	-7	0.694923
-18	-12	-5	-6	-16	-5	0.629945
-4	-10	-2	-4	-4	-7	0.668039
-16	-10	-5	-14	0	-6	0.590665
-4	-6	-4	-4	-4	-7	0.67512
-14	-4	-4	-12	-18	-1	0.506273
-4	-18	-1	-4	-4	-7	0.660659
-4	-10	-4	-10	-18	-5	0.631357
-6	-18	-7	-2	-2	-1	0.714217
-8	-16	-7	-10	-16	-5	0.694172
-4	-18	-7	-4	-2	-1	0.67262
-12	-14	-4	-18	-14	-6	0.643921
-4	-18	-7	-2	0	-1	0.684779
-10	-12	-2	-14	0	-2	0.188761
-6	-16	-7	-2	-2	-1	0.714217
-10	-4	-5	-8	0	-4	0.552977
-4	-18	-7	-6	-12	-1	0.649183
-18	-8	-4	-14	-16	-4	0.576805
-20	-16	-7	-12	-2	-1	0.659852
-4	0	-2	-20	-16	-3	0.485142
-4	-16	-7	-12	-6	-1	0.553457
-2	-14	-1	-10	-10	-2	0.237245
-10	-16	-7	-12	-10	-1	0.658293
-10	-16	-6	-20	-18	-1	0.545871
-18	-16	-7	-12	-10	-1	0.678247
-6	-10	-4	-20	-2	-3	0.455507
-10	-12	-7	-12	-4	-1	0.658293
-12	-2	-3	-12	-18	-1	0.273969
-16	-16	-7	-2	-14	-6	0.696094
-14	-12	-7	-8	-8	-1	0.68855
-18	-12	-7	-2	-10	-7	0.690221
-14	-12	-4	-2	-16	-6	0.582411
-14	-16	-7	-2	-14	-6	0.707917
-8	0	-3	-10	-6	-6	0.640844
-14	-14	-7	-2	-12	-6	0.707899
-12	-8	-2	-18	-18	-2	0.32438
-18	-18	-7	-2	-14	-7	0.690146
-16	0	-5	-20	-14	-1	0.166712
-4	-12	-7	-2	-8	-7	0
-10	-18	-1	-6	-8	-2	0.175559
-4	-18	-7	-2	-4	-6	0.706715
-16	-6	-1	-2	-10	-5	0.318077
-4	-14	-7	-4	-4	-7	0.725423
-8	-14	-4	-18	-16	-1	0.377824
-4	-18	-7	-4	0	-7	0.723836
-8	-16	-3	-16	-14	-3	0.483113
-4	-16	-7	-2	-16	-6	0.707804
-8	0	-1	-2	-6	-1	0.138905
-4	-16	-7	-6	-8	-7	0.74564
-8	-12	-1	-4	-2	-7	0.541067
-4	-18	-7	-6	-8	-7	0.74653
-14	-8	-1	-2	-10	-7	0.462864
-4	-16	-7	-4	-8	-7	0.726349
-10	-18	-7	-20	-18	-3	0.610321
-4	-18	-7	-6	-10	-7	0.744074
-6	-18	-4	-20	-12	-1	0.31183
-4	-18	-7	-12	-10	-6	0.685451
-12	-12	-5	-8	-6	-1	0.597775
-4	-12	-7	-4	0	-2	0.681342
-16	-8	-3	-2	-16	-5	0.505812
-4	-12	-7	-4	-16	-3	0.686893
-10	-6	-5	-4	-2	-1	0.611635
-4	-12	-7	-10	-2	-2	0.584873
-20	-2	-7	-16	-10	-1	0.435685
-4	-12	-7	-10	-6	-3	0.599498
-6	-14	-3	-16	-16	-3	0.478403
-4	-12	-7	-6	-16	-1	0.648957
-8	-18	-6	-18	-6	-3	0.569802
-10	-12	-7	-4	-8	-7	0.731678
-16	-6	-7	-10	-14	-6	0.690014
-8	-12	-7	-2	-18	-6	0.724999
-14	-18	-6	-10	-16	-3	0.6484
-10	-12	-7	-2	-10	-6	0.730037
-6	-2	-2	-2	-12	-3	0.279702
-8	-12	-7	-2	-10	-6	0.725526
-14	-10	-5	-18	-8	-3	0.575685
-8	-12	-7	-2	-12	-7	0.735538
-14	-4	-2	-12	-6	-5	0.565095
-6	-16	-6	-4	0	-1	0.665401
-20	-16	-2	-14	-18	-7	0.625224
-6	-18	-6	-4	-14	-1	0.662586
-8	0	-5	-20	-10	-6	0.64474
-6	-12	-6	-2	-12	-1	0.669125
-18	-4	-5	-20	-18	-6	0.64708
-6	-18	-6	-2	-6	-3	0.681049
-18	-6	-7	-10	-14	-3	0.666997
-8	-18	-6	-4	-14	-3	0.668401
-12	0	-2	-16	-18	-2	0.223022
-6	-12	-7	-2	-8	-7	0.745252
-2	-16	-3	-14	-16	-4	0.557029
-6	-12	-7	-2	-12	-7	0.745316
-20	-14	-6	-8	-16	-6	0.661465
-6	-14	-7	-2	-6	-7	0.741838
-16	0	-4	-2	-2	-5	0.204404
-4	-16	-6	-8	-14	-7	0.737168
-18	-2	-4	-20	-14	-7	0.65565
-4	-18	-7	-2	-2	-7	0.707232
-4	-2	-2	-6	0	-7	0.355884
-4	-14	-7	-6	-4	-7	0.730093
-2	-12	-7	-10	-14	-6	0.695392
-4	-14	-7	-6	-8	-7	0.742892
-6	-4	-4	-16	0	-7	0.313078
-4	-14	-7	-6	-2	-7	0.720406
-4	-8	-6	-8	-18	-5	0.660272
-4	-14	-7	-6	-16	-7	0.743185
-10	-16	-5	-16	-12	-6	0.656761
-4	0	-6	-12	-4	-7	0.65766
-18	0	-6	-2	-8	-1	0.211291
-6	-6	-6	-2	-10	-7	0.694451
-6	-8	-5	-16	-6	-7	0.676671
-6	-16	-7	-2	-10	-5	0.724812
-12	-8	-6	-14	-12	-4	0.638467
-6	-18	-7	-2	-6	-5	0.724741
-4	-4	-5	-2	-2	-2	0.588825
-6	-16	-6	-2	-8	-7	0.698603
-4	-18	-2	-14	0	-6	0.233659
-6	-18	-6	-2	-12	-7	0.697423
-10	-12	-4	-12	-10	-2	0.494281
-2	-14	-6	-8	-4	-4	0.584587
-12	-6	-3	-12	-10	-4	0.534513
-2	-14	-5	-10	-6	-4	0.560929
-4	-6	-7	-10	-10	-3	0.585342
-2	-8	-7	-12	-8	-4	0.5872
-20	-12	-3	-10	-2	-4	0.488407
-2	-4	-7	-6	-14	-4	0.610661
-8	-14	-7	-10	-14	-5	0.694172
-2	-10	-7	-4	0	-4	0.64504
-18	0	-4	-14	-2	-5	0.264478
-6	-10	-4	-6	-4	-5	0.601856
-4	-2	-3	-4	-4	-2	0.309935
-4	-16	-6	-6	-2	-7	0.700985
-20	-12	-1	-20	-14	-3	0.410162
-8	-6	-5	-12	-6	-5	0.635256
-4	-16	-6	-4	0	-7	0.702435
-12	-14	-2	-2	-10	-2	0.278026
-6	-12	-6	-16	-2	-7	0.605269
-12	-16	-2	-20	0	-1	0.172655
-10	-12	-5	-2	-2	-7	0.625053
-4	-16	-7	-2	-12	-7	0
-18	-16	-4	-12	-18	-1	0.536328
-4	-14	-7	-2	-12	-7	0.716823
-20	-12	-6	-8	-6	-3	0.653618
-4	-18	-7	-2	-10	-7	0.717892
-6	-14	-6	-14	-10	-2	0.548745
-4	-6	-7	-2	-18	-6	0.707482
-2	-12	-5	-2	-4	-4	0.498082
-4	-18	-7	-2	-6	-6	0.707829
-20	-12	-3	-8	-14	-1	0.474483
-4	-12	-7	-6	-16	-7	0.744074
-10	0	-3	-18	-12	-7	0.686734
-14	-4	-3	-16	-18	-4	0.542014
-4	-12	-6	-4	-14	-7	0.715018
-18	-10	-3	-20	-8	-4	0.547268
-4	-10	-7	-6	-6	-7	0.741297
-18	-16	-2	-8	-2	-2	0.320053
-4	-8	-7	-4	-18	-7	0.726331
-16	-16	-1	-2	-14	-3	0.163867
-4	-8	-7	-8	-18	-7	0.73701
-4	-8	-7	-6	-8	-7	0.745503
-10	-2	-3	-10	-6	-1	0.265875
-16	-2	-5	-16	-18	-4	0.540567
-4	-8	-7	-6	-12	-7	0.746673
-18	-8	-7	-12	-6	-5	0.683292
-16	-14	-7	-2	-2	-1	0.683876
-18	-12	-1	-4	-6	-5	0.38088
-4	-10	-7	-4	-8	-7	0.726364
-4	-12	-6	-14	-4	-3	0.548333
-18	-16	-7	-6	-2	-1	0.685563
-2	-2	-7	-2	-18	-6	0.498082
-6	0	-4	-2	-4	-7	0.541976
-2	-10	-5	-16	0	-6	0.341802
-14	0	-5	-8	-12	-4	0.405813
-2	-6	-5	-16	0	-6	0.341943
-14	-6	-2	-16	-4	-1	0.192655
-4	-10	-7	-10	-18	-7	0.728676
-10	-18	-7	-16	-12	-4	0.653184
-20	-12	-1	-16	-8	-3	0.366988
-4	-18	-7	-2	-4	-7	0.718391
-4	-12	-7	-2	-4	-4	0.699463
-4	0	-2	-16	-2	-4	0.400834
-4	-12	-7	-2	0	-2	0.692789
-16	-10	-1	-12	-8	-3	0.350733
-4	-12	-7	-2	-10	-4	0.699393
-14	-14	-6	-16	-12	-1	0.606669
-4	-8	-7	-2	0	-4	0.698321
-16	-14	-7	-10	-6	-4	0.691503
-4	-10	-7	-2	-4	-3	0.690575
-12	-2	-7	-16	0	-1	0.396522
-18	-14	-2	-8	-16	-1	0.292725
-20	-4	-4	-18	-18	-7	0.657281
-4	-12	-7	-6	-6	-7	0.741297
-16	-16	-1	-20	-8	-6	0.628966
-4	-6	-7	-8	-12	-7	0.733879
-16	-6	-3	-16	-6	-5	0.590518
-4	-14	-7	-2	-6	-6	0.711165
-4	-18	-1	-4	-12	-7	0.672533
-4	-12	-7	-10	-12	-7	0.728356
-2	-4	-5	-16	-18	-5	0.621095
-16	-16	-6	-14	-12	-1	0.620018
-4	-18	-7	-2	-8	-7	0.717902
-16	-8	-1	-16	-8	-7	0.651908
-4	-12	-7	-2	-10	-5	0.698483
-20	-16	-5	-6	-4	-4	0.616097
-4	-14	-7	-2	-14	-5	0.69874
-12	-8	-6	-6	-16	-4	0.675606
-4	-18	-7	-2	0	-7	0.698404
-2	-4	-1	-14	-10	-7	0.696276
-4	-18	-6	-2	-4	-7	0.691225
-4	-8	-7	-2	-6	-6	0.712199
-2	-2	-7	-14	-12	-7	0.70413
-4	-10	-7	-2	-6	-6	0.713159
-10	-4	-2	-20	-6	-5	0.59688
-4	-16	-7	-2	-6	-6	0.70311
-18	-12	-5	-12	-4	-3	0.607655
-4	-10	-7	-2	-4	-6	0.71096
-14	-6	-4	-16	-10	-4	0.573337
-4	-6	-7	-2	-8	-6	0.704239
-2	-18	-5	-10	-14	-5	0.628211
-6	0	-1	-4	-14	-6	0.610799
-12	-4	-5	-18	-2	-7	0.553782
-4	0	-1	-4	-8	-6	0.632318
-4	-8	-2	-20	-16	-3	0.489813
-4	-16	-6	-2	-4	-7	0.689718
-10	-18	-2	-16	-2	-4	0.401821
-4	-10	-6	-2	-6	-7	0.687301
-20	-2	-5	-10	-14	-5	0.544436
-4	-8	-6	-2	-4	-7	0.688762
-4	-12	-1	-10	-16	-1	0.137991
-14	-10	-7	-12	-4	-1	0.667266
-12	-18	-4	-8	-18	-3	0.544117
-2	-14	-7	-4	-2	-7	0.720228
-12	-14	-1	-4	-4	-3	0.202377
-2	-14	-7	-4	-4	-6	0.686839
-10	-16	-4	-18	-10	-7	0.677304
-8	0	-7	-4	-14	-6	0.634006
-14	-18	-5	-20	-2	-7	0.584988
-4	0	-7	-2	-8	-6	0.707981
-4	-12	-4	-12	-18	-7	0.710967
-4	-12	-7	-2	-16	-6	0.707691
-20	-6	-5	-6	-4	-3	0.60937
-16	-6	-7	-6	-12	-7	0.699723
-8	-16	-4	-4	-2	-5	0.570725
-14	-6	-7	-6	-10	-7	0.703564
-4	-10	-3	-12	0	-1	0.203326
-20	-16	-3	-6	-12	-6	0.550018
-6	-8	-2	-8	0	-1	0.186806
-14	-14	-5	-2	0	-3	0.615934
-14	-12	-1	-14	-10	-7	0.660226
-4	-10	-7	-2	-10	-6	0.703305
-20	-16	-4	-20	-6	-6	0.620115
-6	-8	-7	-12	-14	-3	0.624197
-4	-18	-6	-2	-14	-7	0.688921
-18	-8	-6	-12	-18	-1	0.638377
-4	-18	-6	-2	-8	-7	0.69288
-2	-14	-2	-2	-2	-5	0.514727
-12	-18	-1	-16	-2	-5	0.401367
-4	-8	-7	-2	-10	-5	0.69839
-4	-6	-3	-12	-10	-3	0.47071
-2	-14	-6	-4	0	-6	0.666522
-12	-8	-3	-12	-4	-6	0.588894
-2	-18	-7	-4	0	-7	0.718148
-14	-16	-5	-14	-4	-3	0.584515
-2	-14	-7	-4	0	-7	0.718632
-16	-16	-1	-6	0	-3	0.148491
-2	-4	-7	-4	0	-7	0.719912
-4	-6	-5	-18	-14	-1	0.381566
-2	-10	-7	-4	0	-6	0.687446
-6	-2	-4	-2	-14	-3	0.433031
-8	0	-6	-2	-12	-7	0.605264
-8	-4	-3	-10	-8	-7	0.690134
-6	0	-6	-2	-4	-7	0.553993
-2	-8	-7	-6	0	-1	0.555177
-6	-2	-6	-2	-12	-7	0.665003
-10	-8	-5	-20	-14	-1	0.486775
-16	0	-6	-2	-6	-7	0.428429
-6	-2	-7	-2	-4	-6	0.664537
-16	0	-6	-2	-10	-6	0.442231
-8	-10	-3	-14	-6	-1	0.276225
-12	-16	-7	-2	-16	-7	0.727312
-20	-4	-4	-16	-14	-1	0.51462
-6	-16	-7	-2	-8	-7	0.745222
-6	-12	-5	-8	-16	-6	0.686267
-10	-6	-1	-8	0	-4	0.192503
-10	-12	-7	-2	-10	-7	0.735599
